210	44.8
225	38.3
13	39.5
72	25.9
26	28.4
263	38.2
239	61.0
268	-0.6
135
84	St. John's
   9 seed, R64	BE	3	1–2
1–1	107.8
108	98.5
106	.7380
84	44.8
256	50.5
193	18.7
193	15.7
238	29.1
198	38.6
304	30.5
226	37.2
171	39.3
301	49.2
197	35.8
148	35.4
175	38.5
85	35.5
188	67.8
67	-0.19
89
85	Texas A&M	SEC	3	1–2
0–1	103.2
176	94.5
57	.7328
85	54.3
52	48.1
125	21.0
260	15.9
233	22.5
293	22.7
34	32.9
195	38.4
187	56.0
27	46.2
137	34.4
166	33.3
116	40.1
62	50.9
329	65.6
126	-1.5
284
86	Baylor
   3 seed, R64	B12	3	2–1
1–0	113.9
47	104.4
190	.7312
86	51.3
99	54.2
268	20.0
235	22.6
32	33.7
93	36.5
276	49.0
39	41.3
220	54.7
36	51.0
232	30.4
231	40.0
260	37.1
100	35.5
188	63.8
179	+0.39
40
87	Murray St.	OVC	3	2–1
0–0	120.9
20	110.9
255	.7295
87	55.1
43	51.7
215	15.7
89	14.7
269	36.6
49	33.9
231	29.6
242	35.8
156	56.8
23	45.8
123	34.4
166	40.3
268	32.8
189	40.2
270	66.9
90	-0.6
139
88	James Madison	CAA	2	1–1
0–0	122.0
16	111.9
265	.7289
88	63.8
3	53.0
242	18.3
181	15.1
257	30.9
159	37.1
284	27.6
266	29.9
92	50.8
86	54.2
278	54.5
4	34.5
147	41.9
47	49.6
327	61.4
258	+0.25
54
89	Northeastern
   14 seed, R64	CAA	3	3–0
0–0	112.3
63	103.1
167	.7277
89	62.7
4	50.9
201	21.2
262	16.4
212	24.6
272	25.3
58	35.2
156	19.2
7	52.6
61	45.6
115	55.3
3	41.5
280	33.1
182	31.7
115	61.9
242	+0.5
33
90	Tulsa	Amer	5	2–3
0–2	98.5
237	90.6
24	.7225
90	44.6
263	44.6
53	18.8
200	19.5
94	34.6
77	33.7
228	23.2
305	26.1
49	38.7
308	41.7
37	37.8
102	33.0
115	33.2
178	37.3
225	61.3
263	-1.3
273
91	Princeton	Ivy	3	3–0
3–0	114.9
41	105.8
205	.7209
91	61.2
6	48.1
125	19.7
230	16.0
229	26.0
258	24.5
52	74.4
2	25.9
48	60.0
7	43.3
63	41.8
44	37.9
224	44.0
36	35.8
199	64.4
168	+0.29
50
92	California	P12	4	1–3
0–2	104.8
151	96.5
81	.7208
92	47.5
196	51.5
212	16.8
125	11.8
321	24.0
280	21.7
30	23.2
305	39.3
199	43.7
248	51.3
237	41.2
50	34.9
161	21.2
323	18.4
1	68.0
56	-0.5
125
93	Texas A&M Corpus Chris	Slnd	5	4–1
2–0	105.9
139	97.6
92	.7197
93	51.8
89	40.5
11	15.9
92	18.1
146	26.3
256	32.6
206	51.6
27	43.0
238	54.2
42	41.5
35	31.3
217	26.0
28	32.5
197	39.5
258	62.2
230	-0.6
141
94	Stanford	P12	5	2–3
0–2	113.6
48	104.7
195	.7194
94	49.4
145	56.5
296	19.4
220	17.2
178	33.1
103	30.0
151	32.5
204	31.9
114	47.0
176	48.6
184	36.4
127	47.4
326	32.5
197	35.2
181	64.3
170	-0.5
121
95	UNLV	MWC	4	2–2
1–1	111.3
73	102.6
160	.7181
95	51.7
92	43.8
39	13.5
33	17.2
178	24.6
272	32.6
206	35.1
158	30.0
94	48.7
132	38.8
14	39.7
65	36.9
